6074,048 CERRETTI                                ,F,Turno: 08 a 14                ,   0008 0000,   0008 0000,   0008 0000,   0008 0000,   0008 0000,   0000 0000,   0000 0000,   0000 0000
6077,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6078,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6079,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6082,000 CASA MUNICIPAL                          ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6083,000 CASA MUNICIPAL                          ,N,Turno: Rotativo               ,LU 0008 0014,MA 0037 0014,MI 0008 0014,JU 0037 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6084,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,LU 0022 0006,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6086,029 C. A. Nº 7  - 13 DE JULIO               ,S,Turno: 12 a 18                ,LU 0012 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6087,036 C. MUNC. N*18 DE DIAG.Y PREV            ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6088,042 VIALIDAD                                ,N,Turno: 7 a 13                 ,LU 0730 1330,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6090,128 CTRO. DE OP. Y MONITOREO                ,S,"Turno: Sab,Dom y Fer 7 a 19   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0006 0014,DO 0006 0014,FE 0006 0014
6091,042 VIALIDAD                                ,N,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6093,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0014 0022,DO 0014 0022,FE 0014 0022
6096,024 C. A.Nº 4  SAN JOSE                     ,S,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6097,021 C.A. Nº 5  RAYO DE SOL                  ,S,Turno: 12 a 18                ,LU 0012 0018,MA 0012 0018,MI 0012 0018,JU 0008 0014,VI 0012 0018,   0000 0000,   0000 0000,   0000 0000
6098,048 CERRETTI                                ,N,Turno: Rotativo               ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0008 0008,DO 0020 0008,   0000 0000
6099,048 CERRETTI                                ,F,Turno: 7 a 13                 ,LU 0730 1330,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6100,050 EREZCANO                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6101,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6102,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0014 0022,DO 0014 0022,FE 0014 0022
6103,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6104,046 - ESPACIOS   VERDES-                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6105,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 7 a 13                 ,LU 0006 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6107,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6108,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6111,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6113,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6114,046 - ESPACIOS   VERDES-                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6115,132 DEPOSITO DE TRANSITO                    ,S,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6116,132 DEPOSITO DE TRANSITO                    ,S,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6117,048 CERRETTI                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6119,048 CERRETTI                                ,F,Turno: 8 a 20                 ,LU 0008 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6122,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0023 0007,DO 0023 0007,FE 0023 0007
6124,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6125,010 DELEGACION R.CALZADA                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6126,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6128,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 7 a 13                 ,LU 0006 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6129,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6131,119 SEGURIDAD-MACIAS-                       ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6134,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0006 0014,DO 0006 0014,FE 0006 0014
6135,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6136,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0022,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6138,048 CERRETTI                                ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6140,169 COM. DE BURZACO                         ,S,Turno: 14 a 20                ,LU 0009 0017,MA 0014 0022,MI 0014 0022,JU 0014 0022,VI 0009 0017,   0000 0000,   0000 0000,   0000 0000
6142,128 CTRO. DE OP. Y MONITOREO                ,S,"Turno: Sab,Dom y Fer 7 a 19   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0006 0014,DO 0006 0014,FE 0006 0014
6143,100 DELEGACION DON ORIONE                   ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6144,007 DELEGACION JOSE MARMOL                  ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6145,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0022 0006,DO 0022 0006,FE 0022 0006
6146,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0022 0006,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6147,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: Rotativo               ,LU 0007 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6149,048 CERRETTI                                ,F,Turno: 19 a 7                 ,LU 0007 0019,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6151,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0022 0006,DO 0022 0006,FE 0022 0006
6152,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0022,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6153,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6154,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 7 a 13                 ,LU 0006 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6155,050 EREZCANO                                ,F,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0008 0016,DO 0008 0015,   0000 0000
6158,106 SEÑALIZACIONES-D. TRANSITO              ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6161,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6162,103 C. A. Nº 8  EL ENCUENTRO                ,S,Turno: Rotativo               ,LU 1230 0173,   0000 0000,MI 0008 0014,   0000 0000,VI 0008 0015,   0000 0000,   0000 0000,   0000 0000
6162,033 C. A. Nº 3   BARRIO LINDO               ,S,Turno: 08 a 14                ,LU 0008 0012,MA 0008 0015,   0000 0000,JU 0008 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6163,024 C. A.Nº 4  SAN JOSE                     ,S,Turno: Rotativo               ,LU 0013 0017,MA 0008 0017,MI 0013 0017,JU 0008 0017,VI 0009 0017,   0000 0000,   0000 0000,   0000 0000
6166,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6168,077 DIRECCION DE DEPORTES                   ,S,Turno: 08 a 14                ,LU 0830 1430,MA 0008 0014,MI 0830 1430,JU 0008 0014,VI 0830 1430,   0000 0000,   0000 0000,   0000 0000
6169,017 C.ANº19 C.SAN.ANIMAL Y ZOONOSIS         ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6170,060 ESCUELA DE ARTES Y OFICIOS DE CALZADA   ,S,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6171,128 CTRO. DE OP. Y MONITOREO                ,S,"Turno: Sab,Dom y Fer 7 a 19   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0006 0014,DO 0006 0014,FE 0006 0014
6172,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 7 a 13                 ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0006 0014,DO 0006 0014,FE 0006 0014
6175,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6176,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6177,000 CASA MUNICIPAL                          ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6178,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6179,100 DELEGACION DON ORIONE                   ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6180,102 C. A. Nº 12 - DON ORIONE                ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6181,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6182,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6183,042 VIALIDAD                                ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6184,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0015 0023,DO 0015 0023,FE 0015 0023
6185,128 CTRO. DE OP. Y MONITOREO                ,S,"Turno: Sab,Dom y Fer 7 a 19   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0006 0014,DO 0006 0014,FE 0006 0014
6186,000 CASA MUNICIPAL                          ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6187,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6189,048 CERRETTI                                ,N,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6190,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0022 0006,DO 0022 0006,FE 0022 0006
6191,146 DIR. GRAL DE ASIST. CRITICA             ,S,Turno: 14 a 20                ,LU 0016 0022,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6192,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0022 0006,DO 0022 0006,FE 0022 0006
6194,128 CTRO. DE OP. Y MONITOREO                ,S,"Turno: Sab,Dom y Fer 7 a 19   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0007 0015,DO 0007 0015,FE 0007 0015
6195,050 EREZCANO                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6196,104 C.A. Nº  13  BURZACO                    ,S,Turno: 11 a 17                ,LU 0011 0017,MA 0011 0017,MI 0011 0017,JU 0011 0017,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6201,146 DIR. GRAL DE ASIST. CRITICA             ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6204,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0023 0007,DO 0023 0007,FE 0023 0007
6206,088 C. A. Nº 17  SAN AGUSTIN                ,S,Turno: 12 a 18                ,   0000 0000,MA 0012 0018,MI 0012 0018,   0000 0000,VI 0012 0018,   0000 0000,   0000 0000,   0000 0000
6206,020 C. A. Nº 11  LA GLORIA                  ,S,Turno: 12 a 18                ,LU 0012 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6207,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 7 a 19 (12 X 24)       ,LU 0007 0019,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6211,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0022,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6213,017 C.ANº19 C.SAN.ANIMAL Y ZOONOSIS         ,F,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6214,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6218,146 DIR. GRAL DE ASIST. CRITICA             ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6219,048 CERRETTI                                ,F,Turno: 7 a 19 (12 X 24)       ,LU 0007 0019,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6222,021 C.A. Nº 5  RAYO DE SOL                  ,S,Turno: 08 a 14                ,LU 1230 0018,MA 0008 0016,MI 0008 1630,JU 0008 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6222,111 C.A Nº 28 SAKURA                        ,S,Turno: 08 a 14                ,LU 0008 0012,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
